user_id,timestamp,content_id,answered_correctly,prior_question_elapsed_time,prior_question_elapsed_time,std_accu,time_total,action_total
12338457,4492571294,396,1,16000.0,16000.0,0.6837755545889517,130000.0,2299
10223055,18907111569,9924,1,46000.0,46000.0,0.591793041926851,300000.0,5605
7305583,4516681885,5040,0,13000.0,13000.0,0.7283236994219653,300000.0,1903
18713116,1846066361,9286,0,260000.0,260000.0,0.5183673469387755,300000.0,1470
7051394,9286921771,9736,1,11000.0,11000.0,0.8396135265700483,257000.0,5175
8638822,168797,5738,0,23000.0,23000.0,0.7027027027027027,62000.0,296
2724232,5347671500,5158,0,30000.0,30000.0,0.7570298769771528,70000.0,2276
12863734,3887481363,4123,1,22000.0,22000.0,0.65,74000.0,100
16715137,542862013,645,1,15000.0,15000.0,0.5044883303411131,300000.0,1114
15052813,12414964530,2317,1,15333.0,15333.0,0.6502835538752363,181667.0,529
13447062,17374508418,678,1,17000.0,17000.0,0.6202450032237267,117333.0,3102
16749302,14783173464,6876,0,34750.0,34750.0,0.7241051631295534,120000.0,3157
5587504,4973189851,10518,1,24000.0,24000.0,0.8375634517766497,103000.0,2561
3838215,9950885476,9385,0,20000.0,20000.0,0.7570604761200651,300000.0,6763
9793549,862337901,2907,1,59750.0,59750.0,0.52745018300122,157000.0,2459
2724232,264901415,10079,0,32250.0,32250.0,0.7570298769771528,70000.0,2276
18964068,13639634,6002,1,50000.0,50000.0,0.56,95000.0,75
16909496,525588580,3076,1,6666.0,6666.0,0.7086614173228346,64000.0,889
2722402,2106296277,6224,1,58000.0,58000.0,0.7358653431160984,138000.0,2317
20123845,5412724891,624,1,17000.0,17000.0,0.6208791208791209,169000.0,910
4700718,67793070,10457,0,22000.0,22000.0,0.6293532338308457,300000.0,402
19444654,4416849238,4908,0,14000.0,14000.0,0.5694189602446483,99000.0,4905
7338974,35460,5166,1,36000.0,36000.0,0.5555555555555556,36000.0,18
18627342,1175670607,8731,0,36000.0,36000.0,0.613960113960114,90600.0,702
14760959,4073936198,3443,1,24666.0,24666.0,0.35316336166194523,156000.0,1059
14569257,28700,7876,0,38000.0,38000.0,0.696969696969697,300000.0,132
7610997,343117307,875,1,15000.0,15000.0,0.6902654867256637,76000.0,452
15631705,969533022,64,1,24000.0,24000.0,0.761602538675129,79000.0,2521
18051158,11259772083,3979,0,10000.0,10000.0,0.5862433862433862,300000.0,945
17923708,4872366109,1748,1,18000.0,18000.0,0.4756527875793931,300000.0,1417
10184658,185798,5980,0,29000.0,29000.0,0.5454545454545454,39000.0,11
4742725,1175666250,6510,0,31750.0,31750.0,0.6487267473361026,300000.0,5537
15330125,12719196024,10146,1,11750.0,11750.0,0.5167151162790697,144000.0,4128
4742725,959036915,8501,0,42000.0,42000.0,0.6487267473361026,300000.0,5537
2721338,10285835440,8973,1,25000.0,25000.0,0.6773333333333333,219000.0,1125
16316678,9772575935,1175,1,17000.0,17000.0,0.5938242280285035,132000.0,421
3838215,16078691585,5949,1,24000.0,24000.0,0.7570604761200651,300000.0,6763
19489973,14827169935,6259,0,22000.0,22000.0,0.6633338796918538,300000.0,6101
15631705,1316337044,7490,1,52200.0,52200.0,0.761602538675129,79000.0,2521
14701077,204201757,3351,1,25333.0,25333.0,0.8181049069373942,300000.0,1182
15103971,4850736705,5222,0,34000.0,34000.0,0.6359773371104815,92000.0,706
13134,16583070061,13434,1,15000.0,15000.0,0.7063555913113435,84000.0,1243
16537938,22111759080,6081,1,8000.0,8000.0,0.7290291024700416,300000.0,4089
5488538,61952,175,0,27000.0,27000.0,0.2,35666.0,30
7964858,2226162472,4375,1,10000.0,10000.0,0.5269658295594895,206000.0,2429
5365886,667103189,4519,0,31000.0,31000.0,0.7,140000.0,3080
9388809,3025651783,1196,0,18000.0,18000.0,0.623719464144996,219000.0,2538
6201249,6503927055,3772,1,14000.0,14000.0,0.6496815286624203,254000.0,471
8450063,9924407332,3127,0,24000.0,24000.0,0.6098200899550225,300000.0,2668
10860665,611727695,3339,0,26000.0,26000.0,0.647887323943662,210000.0,639
20719506,23650163449,6894,1,24000.0,24000.0,0.6429305032523108,86000.0,2921
9097620,8435565464,3969,1,40000.0,40000.0,0.6860254083484574,146000.0,1653
19948843,1919705314,4446,1,48000.0,48000.0,0.646441073512252,300000.0,857
13699824,26592800809,5360,1,22000.0,22000.0,0.657088122605364,92000.0,1044
2184424,3078863348,1313,0,19000.0,19000.0,0.6385542168674698,74000.0,332
1024273,5595592842,11845,1,76000.0,76000.0,0.7263843648208469,160000.0,614
8033502,349047,2064,1,17000.0,17000.0,0.5333333333333333,28000.0,30
9172123,40267255626,1979,1,29333.0,29333.0,0.7844488188976378,170333.0,4064
1108148,3363874475,846,1,22000.0,22000.0,0.601684717208183,210000.0,2493
12723408,233724,3365,1,6666.0,6666.0,0.7176664832140892,300000.0,1817
6699502,11879160185,1799,1,18000.0,18000.0,0.7168674698795181,154000.0,664
9498821,255906522,960,1,15000.0,15000.0,0.6181474480151229,107000.0,1058
8946628,7155030155,9450,1,49000.0,49000.0,0.5078125,300000.0,256
5240484,57938305,853,0,18000.0,18000.0,0.5364583333333334,48000.0,192
17741947,4375022954,6256,0,5000.0,5000.0,0.6908296943231441,100000.0,1145
14906326,1116121,9551,1,31000.0,31000.0,0.76,52000.0,50
15768581,401124,849,1,16000.0,16000.0,0.4827586206896552,91000.0,29
24418,3687243931,5696,1,4000.0,4000.0,0.6902753461722108,122200.0,6283
3794853,282093,2947,1,16000.0,16000.0,0.5,46000.0,30
5365886,21947487291,12155,1,18000.0,18000.0,0.7,140000.0,3080
18849311,1708631,185,1,101000.0,101000.0,0.5533980582524272,101000.0,103
18655211,6306673219,6469,1,7000.0,7000.0,0.6902325581395349,86000.0,1075
15599209,17236774214,2592,1,30000.0,30000.0,0.7151162790697675,116800.0,1204
3297385,23922265619,2750,1,35333.0,35333.0,0.45141065830721006,225000.0,319
9356823,14946265452,4109,1,14000.0,14000.0,0.537525354969574,221000.0,493
9418512,14563199145,2013,1,3000.0,3000.0,0.6088693017490704,300000.0,7261
15330125,3649004434,6546,0,30500.0,30500.0,0.5167151162790697,144000.0,4128
15622198,3531560449,3641,1,25000.0,25000.0,0.7020311933260791,300000.0,5514
2345604,489819176,6381,0,34000.0,34000.0,0.6146341463414634,61000.0,205
3228511,864347212,2559,1,36000.0,36000.0,0.8472958642629904,109000.0,943
107002,833719516,10404,1,65200.0,65200.0,0.8231327800829875,300000.0,1928
4672258,62845,175,1,28000.0,28000.0,0.5333333333333333,44333.0,30
19926843,15663019328,303,1,16000.0,16000.0,0.6992753623188406,300000.0,276
9534847,34924301891,623,1,16000.0,16000.0,0.6534391534391535,300000.0,378
20123845,7650655850,809,0,17000.0,17000.0,0.6208791208791209,169000.0,910
20719506,21031511747,474,1,18000.0,18000.0,0.6429305032523108,86000.0,2921
9462971,5472050132,5968,1,24000.0,24000.0,0.6917922948073701,84000.0,597
4990101,3364423493,12011,1,33000.0,33000.0,0.721875,261000.0,1600
2499940,141148804,2588,1,18666.0,18666.0,0.5948406676783005,103600.0,659
9418512,14566022753,9026,0,11000.0,11000.0,0.6088693017490704,300000.0,7261
18443125,1806768551,7745,1,35666.0,35666.0,0.7096336499321574,152800.0,737
